問題番号,問題文,選択肢1(正解),選択肢2,選択肢3,選択肢4
872,warm,暖かい,すばらしい,日に日に,コーヒー
873,day by day,日に日に,暖かい,speakの過去形,すばらしい
874,spoke,speakの過去形,日に日に,スピーチ，演説,暖かい
875,speech,スピーチ，演説,speakの過去形,青い,日に日に
876,blue,青い,スピーチ，演説,同じ,speakの過去形
877,same,同じ,青い,重さ，重量,スピーチ，演説
878,weight,重さ，重量,同じ,～を節約する，貯める,青い
879,save,～を節約する，貯める,重さ，重量,海外留学する,同じ
880,study abroad,海外留学する,～を節約する，貯める,ますます（多くの）,重さ，重量
881,more and more,ますます（多くの）,海外留学する,～だと感じる，思う,～を節約する，貯める
882,feel,～だと感じる，思う,ますます（多くの）,つらい，苦しい,海外留学する
883,hard,つらい，苦しい,～だと感じる，思う,話題，トピック，テーマ,ますます（多くの）
884,topic,話題，トピック，テーマ,つらい，苦しい,生活，人生,～だと感じる，思う
885,life,生活，人生,話題，トピック，テーマ,～を解決する,つらい，苦しい
886,solve,～を解決する,生活，人生,問題，困ったこと,話題，トピック，テーマ
887,problem,問題，困ったこと,～を解決する,最善を尽くす,生活，人生
888,do one’s best,最善を尽くす,問題，困ったこと,力，能力，才能,～を解決する
889,power,力，能力，才能,最善を尽くす,writeの過去分詞,問題，困ったこと
890,written,writeの過去分詞,力，能力，才能,findの過去形・過去分詞,最善を尽くす
891,found,findの過去形・過去分詞,writeの過去分詞,makeの過去形・過去分詞,力，能力，才能
892,made,makeの過去形・過去分詞,findの過去形・過去分詞,speakの過去分詞,writeの過去分詞
893,spoken,speakの過去分詞,makeの過去形・過去分詞,seeの過去分詞,findの過去形・過去分詞
894,seen,seeの過去分詞,speakの過去分詞,～をそうじする，～をきれいにする,makeの過去形・過去分詞
895,clean,～をそうじする，～をきれいにする,seeの過去分詞,（～を）開ける，（～が）開く,speakの過去分詞
896,open,（～を）開ける，（～が）開く,～をそうじする，～をきれいにする,コアラ,seeの過去分詞
897,koala,コアラ,（～を）開ける，（～が）開く,試合，ゲーム,～をそうじする，～をきれいにする
898,game,試合，ゲーム,コアラ,～を招待する,（～を）開ける，（～が）開く
899,invite,～を招待する,試合，ゲーム,～を運ぶ,コアラ
900,carry,～を運ぶ,～を招待する,隣の,試合，ゲーム
901,next,隣の,～を運ぶ,sellの過去形・過去分詞,～を招待する
902,sold,sellの過去形・過去分詞,隣の,～を止める，止まる，やめる,～を運ぶ
903,stop,～を止める，止まる，やめる,sellの過去形・過去分詞,（絵の具で）描く,隣の
904,paint,（絵の具で）描く,～を止める，止まる，やめる,takeの過去分詞,sellの過去形・過去分詞
905,taken,takeの過去分詞,（絵の具で）描く,giveの過去分詞,～を止める，止まる，やめる
906,given,giveの過去分詞,takeの過去分詞,knowの過去分詞,（絵の具で）描く
907,known,knowの過去分詞,giveの過去分詞,giveの過去形,takeの過去分詞
908,gave,giveの過去形,knowの過去分詞,物語，話,giveの過去分詞
909,story,物語，話,giveの過去形,木，木材,knowの過去分詞
910,wood,木，木材,物語，話,チーズ,giveの過去形
911,cheese,チーズ,木，木材,科学者,物語，話
912,scientist,科学者,チーズ,教室,木，木材
913,classroom,教室,科学者,ポルトガル語,チーズ
914,Portuguese,ポルトガル語,教室,ブラジル,科学者
915,Brazil,ブラジル,ポルトガル語,大部分,教室
916,most,大部分,ブラジル,中国語(の)，中国人(の)・中国の,ポルトガル語
917,Chinese,中国語(の)，中国人(の)・中国の,大部分,teachの過去形・過去分詞,ブラジル
918,taught,teachの過去形・過去分詞,中国語(の)，中国人(の)・中国の,春,大部分
919,spring,春,teachの過去形・過去分詞,holdの過去形・過去分詞,中国語(の)，中国人(の)・中国の
920,held,holdの過去形・過去分詞,春,音,teachの過去形・過去分詞
921,sound,音,holdの過去形・過去分詞,ワイン,春
922,wine,ワイン,音,ぶどう,holdの過去形・過去分詞
923,grape,ぶどう,ワイン,レンガ,音
924,brick,レンガ,ぶどう,小説,ワイン
925,novel,小説,レンガ,理科，科学,ぶどう
926,science,理科，科学,小説,バター,レンガ
927,butter,バター,理科，科学,スイス,小説
928,Switzerland,スイス,バター,アップルパイ,理科，科学
929,apple pie,アップルパイ,スイス,(絵の具で)～を描く,バター
930,paint,(絵の具で)～を描く,アップルパイ,警官,スイス
931,police officer,警官,(絵の具で)～を描く,buildの過去形・過去分詞,アップルパイ
932,built,buildの過去形・過去分詞,警官,～を通して，～を通り抜けて,(絵の具で)～を描く
933,through,～を通して，～を通り抜けて,buildの過去形・過去分詞,言語,警官
934,language,言語,～を通して，～を通り抜けて,異なる，違った，さまざまな,buildの過去形・過去分詞
935,different,異なる，違った，さまざまな,言語,穴,～を通して，～を通り抜けて
936,hole,穴,異なる，違った，さまざまな,指,言語
937,finger,指,穴,会社,異なる，違った，さまざまな
938,company,会社,指,カナダ,穴
939,Canada,カナダ,会社,壁,指
940,wall,壁,カナダ,休暇，休日，休み,会社
941,vacation,休暇，休日，休み,壁,～の近くに［で］,カナダ
942,near,～の近くに［で］,休暇，休日，休み,～を横切って,壁
943,across,～を横切って,～の近くに［で］,～に沿って,休暇，休日，休み
944,along,～に沿って,～を横切って,～を通り抜けて，～を通じて,～の近くに［で］
945,through,～を通り抜けて，～を通じて,～に沿って,橋,～を横切って
946,bridge,橋,～を通り抜けて，～を通じて,～に属する,～に沿って
947,belong to ～,～に属する,橋,(２つのもの)の間に,～を通り抜けて，～を通じて
948,between,(２つのもの)の間に,～に属する,(３つ以上のもの)の間に,橋
949,among,(３つ以上のもの)の間に,(２つのもの)の間に,ところで,～に属する
950,by the way,ところで,(３つ以上のもの)の間に,例えば,(２つのもの)の間に
951,for example,例えば,ところで,着く，到着する,(３つ以上のもの)の間に
952,arrive,着く，到着する,例えば,～を探す,ところで
953,look for ～,～を探す,着く，到着する,～を楽しみに待つ,例えば
954,look forward to ～,～を楽しみに待つ,～を探す,～の世話をする,着く，到着する
955,take care of ～,～の世話をする,～を楽しみに待つ,駅,～を探す
956,station,駅,～の世話をする,祭り,～を楽しみに待つ
957,festival,祭り,駅,会社，役所，事務所,～の世話をする
958,office,会社，役所，事務所,祭り,掛け時計，置時計,駅
959,clock,掛け時計，置時計,会社，役所，事務所,門,祭り
960,gate,門,掛け時計，置時計,ニュージーランド,会社，役所，事務所
961,New Zealand,ニュージーランド,門,飛ぶ,掛け時計，置時計
962,fly,飛ぶ,ニュージーランド,建てる，[橋を]かける,門
963,build,建てる，[橋を]かける,飛ぶ,空,ニュージーランド
964,sky,空,建てる，[橋を]かける,雑誌,飛ぶ
965,magazine,雑誌,空,womanの複数形,建てる，[橋を]かける
966,women,womanの複数形,雑誌,病院,空
967,hospital,病院,womanの複数形,滞在する,雑誌
968,stay,滞在する,病院,ゾウ,womanの複数形
969,elephant,ゾウ,滞在する,meetの過去形,病院
970,met,meetの過去形,ゾウ,青い,滞在する
971,blue,青い,meetの過去形,かわいい,ゾウ
972,cute,かわいい,青い,空気,meetの過去形
973,air,空気,かわいい,桜の木,青い
974,cherry tree,桜の木,空気,sitの過去形,かわいい
975,sat,sitの過去形,桜の木,待つ,空気
976,wait,待つ,sitの過去形,水,桜の木
977,opinion,水,待つ,同じの,sitの過去形
978,same,同じの,水,水,待つ
979,water,水,同じの,ベンチ,水
980,bench,ベンチ,水,ときどき，時には,同じの
981,sometimes,ときどき，時には,ベンチ,人気のある，評判のよい，流行の,水
982,popular,人気のある，評判のよい，流行の,ときどき，時には,～の周りを［に］,ベンチ
983,around,～の周りを［に］,人気のある，評判のよい，流行の,海,ときどき，時には
984,sea,海,～の周りを［に］,歴史,人気のある，評判のよい，流行の
985,history,歴史,海,～を願う,～の周りを［に］
986,hope,～を願う,歴史,アルバム,海
987,album,アルバム,～を願う,ボート，小舟，船,歴史
988,boat,ボート，小舟，船,アルバム,髪,～を願う
989,hair,髪,ボート，小舟，船,[be bornで]生まれる,アルバム
990,born,[be bornで]生まれる,髪,貧しい,ボート，小舟，船
991,poor,貧しい,[be bornで]生まれる,男の人，男性,髪
992,man,男の人，男性,貧しい,庭,[be bornで]生まれる
993,yard,庭,男の人，男性,涼しい，かっこいい,貧しい
994,cool,涼しい，かっこいい,庭,子ども,男の人，男性
995,child,子ども,涼しい，かっこいい,大学,庭
996,college,大学,子ども,～を忘れる,涼しい，かっこいい
997,forget,～を忘れる,大学,新聞紙,子ども
998,newspaper,新聞紙,～を忘れる,もう1つ(の)・別の(もの),大学
999,another,もう1つ(の)・別の(もの),新聞紙,（～を）思い出す，覚えている,～を忘れる
1000,remember,（～を）思い出す，覚えている,もう1つ(の)・別の(もの),（～を）理解する，わかる,新聞紙
1001,understand,（～を）理解する，わかる,（～を）思い出す，覚えている,アメリカ人（の）・アメリカの,もう1つ(の)・別の(もの)
1002,American,アメリカ人（の）・アメリカの,（～を）理解する，わかる,国際的な，国家間の,（～を）思い出す，覚えている
1003,international,国際的な，国家間の,アメリカ人（の）・アメリカの,座る,（～を）理解する，わかる
1004,sit,座る,国際的な，国家間の,５番目の,アメリカ人（の）・アメリカの
1005,fifth,５番目の,座る,重い,国際的な，国家間の
1006,heavy,重い,５番目の,平和,座る
1007,peace,平和,重い,集団，団体,５番目の
1008,group,集団，団体,平和,～を壊す，破る,重い
1009,break,～を壊す，破る,集団，団体,音楽家,平和
1010,musician,音楽家,～を壊す，破る,いっしょに,集団，団体
1011,together,いっしょに,音楽家,～を洗う,～を壊す，破る
1012,wash,～を洗う,いっしょに,道，道路,音楽家
1013,road,道，道路,～を洗う,teachの過去形・過去分詞,いっしょに
1014,taught,teachの過去形・過去分詞,道，道路,心,～を洗う
1015,heart,心,teachの過去形・過去分詞,一部分，部品,道，道路
1016,part,一部分，部品,心,文化,teachの過去形・過去分詞
1017,culture,文化,一部分，部品,息子,心
1018,son,息子,文化,空港,一部分，部品
1019,airport,空港,息子,休日，祝日,文化
1020,holiday,休日，祝日,空港,科学者,息子
1021,scientist,科学者,休日，祝日,まっすぐに,空港
1022,straight,まっすぐに,科学者,祖母,休日，祝日
1023,grandmother,祖母,まっすぐに,悲しい,科学者
1024,sad,悲しい,祖母,年，１年,まっすぐに
1025,year,年，１年,悲しい,hearの過去形・過去分詞,祖母
1026,heard,hearの過去形・過去分詞,年，１年,笑う,悲しい
1027,laugh,笑う,hearの過去形・過去分詞,考え，思い，意見,年，１年
1028,thought,考え，思い，意見,笑う,十分な，十分に,hearの過去形・過去分詞
1029,enough,十分な，十分に,考え，思い，意見,ボランテイア,笑う
1030,volunteer,ボランテイア,十分な，十分に,わくわくするような,考え，思い，意見
1031,exciting,わくわくするような,ボランテイア,～を投げる,十分な，十分に
1032,throw,～を投げる,わくわくするような,～を読む［過去形・過去分詞も同じ形］,ボランテイア
1033,read,～を読む［過去形・過去分詞も同じ形］,～を投げる,～の外へ,わくわくするような
1034,out of ～,～の外へ,～を読む［過去形・過去分詞も同じ形］,ちょうど今，たった今,～を投げる
1035,just,ちょうど今，たった今,～の外へ,～を終える,～を読む［過去形・過去分詞も同じ形］
1036,finish,～を終える,ちょうど今，たった今,すでに，もう,～の外へ
1037,already,すでに，もう,～を終える,loseの過去形・過去分詞,ちょうど今，たった今
1038,lost,loseの過去形・過去分詞,すでに，もう,腕時計,～を終える
1039,watch,腕時計,loseの過去形・過去分詞,新聞,すでに，もう
1040,newspaper,新聞,腕時計,着く，到着する,loseの過去形・過去分詞
1041,arrive,着く，到着する,新聞,～を訪問する，～を訪ねる,腕時計
1042,visit,～を訪問する，～を訪ねる,着く，到着する,1度,新聞
1043,once,1度,～を訪問する，～を訪ねる,［疑問文で］今までに,着く，到着する
1044,ever,［疑問文で］今までに,1度,［否定文で］一度も～ない,～を訪問する，～を訪ねる
1045,never,［否定文で］一度も～ない,［疑問文で］今までに,中国,1度
1046,China,中国,［否定文で］一度も～ない,以前に,［疑問文で］今までに
1047,before,以前に,中国,2度,［否定文で］一度も～ない
1048,twice,2度,以前に,いくつかの，数個の,中国
1049,several,いくつかの，数個の,2度,よく，しばしば,以前に
1050,often,よく，しばしば,いくつかの，数個の,何回～ですか。,2度
1051,How many times ～?,何回～ですか。,よく，しばしば,暮らす，生活する,いくつかの，数個の
1052,live,暮らす，生活する,何回～ですか。,～以来(ずっと)・～から(ずっと),よく，しばしば
1053,since,～以来(ずっと)・～から(ずっと),暮らす，生活する,長い間,何回～ですか。
1054,for a long time,長い間,～以来(ずっと)・～から(ずっと),幼い，若い，年少の,暮らす，生活する
1055,little,幼い，若い，年少の,長い間,どのくらい（の間）～ですか。,～以来(ずっと)・～から(ずっと)
1056,How long ～?,どのくらい（の間）～ですか。,幼い，若い，年少の,～が得意である，～が上手である,長い間
1057,be good at ～,～が得意である，～が上手である,どのくらい（の間）～ですか。,辞書,幼い，若い，年少の
1058,dictionary,辞書,～が得意である，～が上手である,１時間，時間,どのくらい（の間）～ですか。
1059,hour,１時間，時間,辞書,雨が降る,～が得意である，～が上手である
1060,rain,雨が降る,１時間，時間,映画,辞書
1061,movie,映画,雨が降る,教室,１時間，時間
1062,classroom,教室,映画,ニューヨーク,雨が降る
1063,New York,ニューヨーク,教室,～に登る,映画
1064,climb,～に登る,ニューヨーク,朝食,教室
1065,breakfast,朝食,～に登る,入浴する,ニューヨーク
1066,take a bath,入浴する,朝食,はし,～に登る
1067,chopsticks,はし,入浴する,(時間が)経過する,朝食
1068,pass,(時間が)経過する,はし,病気の，具合の悪い,入浴する
1069,sick,病気の，具合の悪い,(時間が)経過する,(今も)まだ,はし
1070,still,(今も)まだ,病気の，具合の悪い,少数の～，少しの～,(時間が)経過する
1071,a few,少数の～，少しの～,(今も)まだ,歩く,病気の，具合の悪い
1072,walk,歩く,少数の～，少しの～,（～を）練習する,(今も)まだ
1073,practice,（～を）練習する,歩く,疲れて，くたびれて,少数の～，少しの～
1074,tired,疲れて，くたびれて,（～を）練習する,公演,歩く
1075,performance,公演,疲れて，くたびれて,コンサート,（～を）練習する
1076,concert,コンサート,公演,（～を）理解する，わかる,疲れて，くたびれて
1077,understand,（～を）理解する，わかる,コンサート,おもしろい，興味深い,公演
1078,interesting,おもしろい，興味深い,（～を）理解する，わかる,～の大ファン,コンサート
1079,a big fan of ～,～の大ファン,おもしろい，興味深い,私は～したいと思う,（～を）理解する，わかる
1080,I’d like to ～,私は～したいと思う,～の大ファン,～してはどうですか。,おもしろい，興味深い
1081,How about ～ing?,～してはどうですか。,私は～したいと思う,遅れた，遅刻した・遅く(に),～の大ファン
1082,late,遅れた，遅刻した・遅く(に),～してはどうですか。,よい時間を過ごす,私は～したいと思う
1083,have a good time,よい時間を過ごす,遅れた，遅刻した・遅く(に),何を～したらよいか,～してはどうですか。
1084,what to ～,何を～したらよいか,よい時間を過ごす,～のしかた，どうやって～したらよいか,遅れた，遅刻した・遅く(に)
1085,how to ～,～のしかた，どうやって～したらよいか,何を～したらよいか,～を話す[教える],よい時間を過ごす
1086,tell,～を話す[教える],～のしかた，どうやって～したらよいか,いつ～したらよいか,何を～したらよいか
1087,when to ～,いつ～したらよいか,～を話す[教える],～に電話をかける,～のしかた，どうやって～したらよいか
1088,call,～に電話をかける,いつ～したらよいか,どこへ［で］～したらよいか,～を話す[教える]
1089,where to ～,どこへ［で］～したらよいか,～に電話をかける,～を学ぶ，習う,いつ～したらよいか
1090,learn,～を学ぶ，習う,どこへ［で］～したらよいか,ケーキ,～に電話をかける
1091,cake,ケーキ,～を学ぶ，習う,～を訪問する，～を訪ねる,どこへ［で］～したらよいか
1092,visit,～を訪問する，～を訪ねる,ケーキ,～を買う,～を学ぶ，習う
1093,buy,～を買う,～を訪問する，～を訪ねる,～をたずねる,ケーキ
1094,ask,～をたずねる,～を買う,重要な，大切な,～を訪問する，～を訪ねる
1095,important,重要な，大切な,～をたずねる,やさしい，簡単な，容易な,～を買う
1096,easy,やさしい，簡単な，容易な,重要な，大切な,難しい,～をたずねる
1097,hard,難しい,やさしい，簡単な，容易な,乗る，乗って行く,重要な，大切な
1098,ride,乗る，乗って行く,難しい,起きる，（ベッドから）起き上がる,やさしい，簡単な，容易な
1099,get up,起きる，（ベッドから）起き上がる,乗る，乗って行く,早く，早めに,難しい
1100,early,早く，早めに,起きる，（ベッドから）起き上がる,おもしろい，興味深い,乗る，乗って行く
1101,interesting,おもしろい，興味深い,早く，早めに,コンピュータ,起きる，（ベッドから）起き上がる
1102,computer,コンピュータ,おもしろい，興味深い,助ける，救う,早く，早めに
1103,help,助ける，救う,コンピュータ,難しい，困難な,おもしろい，興味深い
1104,difficult,難しい，困難な,助ける，救う,薬，医薬,コンピュータ
1105,medicine,薬，医薬,難しい，困難な,～だと感じる，気分が～である,助ける，救う
1106,feel,～だと感じる，気分が～である,薬，医薬,もっとよい，もっとじょうずな，よりよい,難しい，困難な
1107,better,もっとよい，もっとじょうずな，よりよい,～だと感じる，気分が～である,ノート，手帳,薬，医薬
1108,notebook,ノート，手帳,もっとよい，もっとじょうずな，よりよい,おもしろいこと，楽しいこと,～だと感じる，気分が～である
1109,fun,おもしろいこと，楽しいこと,ノート，手帳,朝食，朝ご飯,もっとよい，もっとじょうずな，よりよい
1110,breakfast,朝食，朝ご飯,おもしろいこと，楽しいこと,しゃべる，話す,ノート，手帳
1111,speak,しゃべる，話す,朝食，朝ご飯,質問,おもしろいこと，楽しいこと
1112,question,質問,しゃべる，話す,［比較級を作る］（～より）もっと,朝食，朝ご飯
1113,more,［比較級を作る］（～より）もっと,質問,ゆっくりと，遅く,しゃべる，話す
1114,slowly,ゆっくりと，遅く,［比較級を作る］（～より）もっと,夢，希望，理想,質問
1115,dream,夢，希望，理想,ゆっくりと，遅く,プレゼント，贈りもの,［比較級を作る］（～より）もっと
1116,present,プレゼント，贈りもの,夢，希望，理想,～を終える，終わらせる,ゆっくりと，遅く
1117,finish,～を終える，終わらせる,プレゼント，贈りもの,親，［複数形で］両親,夢，希望，理想
1118,parent,親，［複数形で］両親,～を終える，終わらせる,新聞，新聞紙,プレゼント，贈りもの
1119,newspaper,新聞，新聞紙,親，［複数形で］両親,部屋，室,～を終える，終わらせる
1120,room,部屋，室,新聞，新聞紙,～を待つ,親，［複数形で］両親
1121,wait for ～,～を待つ,部屋，室,～の世話をする,新聞，新聞紙
1122,take care of ～,～の世話をする,～を待つ,～を消す,部屋，室
1123,turn off ～,～を消す,～の世話をする,すばらしい，すてきな,～を待つ
1124,wonderful,すばらしい，すてきな,～を消す,あまりにも～，～すぎる,～の世話をする
1125,too,あまりにも～，～すぎる,すばらしい，すてきな,childの複数形,～を消す
1126,children,childの複数形,あまりにも～，～すぎる,電話番号,すばらしい，すてきな
1127,phone number,電話番号,childの複数形,そのような,あまりにも～，～すぎる
1128,such,そのような,電話番号,ひとりで,childの複数形
1129,alone,ひとりで,そのような,農場,電話番号
1130,farm,農場,ひとりで,機会,そのような
1131,chance,機会,農場,知っている,ひとりで
1132,know,知っている,機会,女の人，女性,農場
1133,woman,女の人，女性,知っている,話す，教える,機会
1134,tell,話す，教える,女の人，女性,goの過去形,知っている
1135,went,goの過去形,話す，教える,～でしょう，～するだろう,女の人，女性
1136,will,～でしょう，～するだろう,goの過去形,来る，行く,話す，教える
1137,come,来る，行く,～でしょう，～するだろう,～は何歳ですか。,goの過去形
1138,How old ～?,～は何歳ですか。,来る，行く,何時に～しますか。,～でしょう，～するだろう
1139,What time ～?,何時に～しますか。,～は何歳ですか。,誕生日,来る，行く
1140,birthday,誕生日,何時に～しますか。,食物，食べ物,～は何歳ですか。
1141,food,食物，食べ物,誕生日,sayの過去形,何時に～しますか。
1142,said,sayの過去形,食物，食べ物,そのような,誕生日
1143,such,そのような,sayの過去形,もの，こと,食物，食べ物
1144,thing,もの，こと,そのような,～かしら(と思う),sayの過去形
1145,I wonder ～,～かしら(と思う),もの，こと,起こる,そのような
1146,happen,起こる,～かしら(と思う),～をたずねる,もの，こと
1147,ask,～をたずねる,起こる,駅，（バスなどの）発着所,～かしら(と思う)
1148,station,駅，（バスなどの）発着所,～をたずねる,～すべきである，～したほうがよい,起こる
1149,should,～すべきである，～したほうがよい,駅，（バスなどの）発着所,みなさん，みんな，だれでも,～をたずねる
1150,everyone,みなさん，みんな，だれでも,～すべきである，～したほうがよい,たいてい，いつも（は），ふつう,駅，（バスなどの）発着所
1151,usually,たいてい，いつも（は），ふつう,みなさん，みんな，だれでも,衣服,～すべきである，～したほうがよい
1152,clothes,衣服,たいてい，いつも（は），ふつう,明日（は）,みなさん，みんな，だれでも
1153,tomorrow,明日（は）,衣服,leaveの過去形・過去分詞,たいてい，いつも（は），ふつう
1154,left,leaveの過去形・過去分詞,明日（は）,（～を）理解する，わかる,衣服
1155,understand,（～を）理解する，わかる,leaveの過去形・過去分詞,～を恐れる，こわがる,明日（は）
1156,be afraid of ～,～を恐れる，こわがる,（～を）理解する，わかる,あなた（たち）のもの,leaveの過去形・過去分詞
1157,yours,あなた（たち）のもの,～を恐れる，こわがる,箱,（～を）理解する，わかる
1158,box,箱,あなた（たち）のもの,袋，かばん，バッグ,～を恐れる，こわがる
1159,bag,袋，かばん，バッグ,箱,～の出身である，～産である,あなた（たち）のもの
1160,be from ～,～の出身である，～産である,袋，かばん，バッグ,帰って来る,箱
1161,come back,帰って来る,～の出身である，～産である,～を閉める，閉じる，（店などが）閉まる,袋，かばん，バッグ
1162,close,～を閉める，閉じる，（店などが）閉まる,帰って来る,図書館，図書室,～の出身である，～産である
1163,library,図書館，図書室,～を閉める，閉じる，（店などが）閉まる,休暇，休日，休み,帰って来る
1164,vacation,休暇，休日，休み,図書館，図書室,試験，テスト,～を閉める，閉じる，（店などが）閉まる
1165,exam,試験，テスト,休暇，休日，休み,音楽,図書館，図書室
1166,music,音楽,試験，テスト,約束を破る,休暇，休日，休み
1167,break one’s promise,約束を破る,音楽,breakの過去形,試験，テスト
1168,broke,breakの過去形,約束を破る,年齢，年,音楽
1169,age,年齢，年,breakの過去形,また，再び,約束を破る
1170,again,また，再び,年齢，年,誤り，間違い，ミス,breakの過去形
1171,mistake,誤り，間違い，ミス,また，再び,～を探す,年齢，年
1172,look for ～,～を探す,誤り，間違い，ミス,天候，天気,また，再び
1173,weather,天候，天気,～を探す,情報,誤り，間違い，ミス
1174,information,情報,天候，天気,～を推測する,～を探す
1175,guess,～を推測する,情報,理由，わけ,天候，天気
1176,reason,理由，わけ,～を推測する,例，実例,情報
1177,example,例，実例,理由，わけ,昨日（は）,～を推測する
